WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2486008 37.8539987,-122.2485413 37.8540734,-122.2483145 37.854358,-122.2482634 37.8544222,-122.2481972 37.8545022)","3061","1227","1228",FALSE,"785854260",66.259,secondary,"4","25","2401",5.928696298
"LINESTRING (-122.2561471 37.8446636,-122.2561013 37.8447196,-122.2560801 37.8447456)","3142","1131","1264",FALSE,"778612457",10.852,secondary,"4","25","2401",0.971010915
"LINESTRING (-122.2561471 37.8446636,-122.2561929 37.8446076,-122.2562061 37.8445914,-122.2570245 37.8435672)","3143","232","1264",FALSE,"778612458",144.219,secondary,"4","25","2401",12.90436999
"LINESTRING (-122.2576444 37.8429025,-122.2577435 37.8429007,-122.257793 37.8428949,-122.2578998 37.8428724,-122.2580493 37.8428204,-122.2583718 37.8426875,-122.2590554 37.8423913,-122.2597744 37.8421214,-122.2614496 37.8414856)","3215","1298","46",TRUE,"10625515",370.676,motorway_link,"1","30","900",27.63933238
"LINESTRING (-122.2451267 37.8583064,-122.2452346 37.8581694,-122.2452586 37.858136,-122.2453288 37.8580478)","3394","675","1384",FALSE,"435129985",33.792,secondary,"5","25","3001",3.023627059
"LINESTRING (-122.2450755 37.8583743,-122.2450909 37.8583526,-122.2451267 37.8583064)","3612","1384","1490",FALSE,"5149904",8.788,secondary,"5","25","3001",0.786329149
"LINESTRING (-122.2573101 37.8432714,-122.2573695 37.8432094,-122.2574715 37.8430955)","3674","1522","1524",TRUE,"1001575094",24.157,secondary,"3","30","1800",1.801258653
"LINESTRING (-122.2574715 37.8430955,-122.2575328 37.8430271,-122.2575818 37.8429721,-122.2576444 37.8429025)","3677","1524","1298",TRUE,"394114021",26.289,secondary,"3","30","1800",1.960230522
"LINESTRING (-122.2552981 37.8456954,-122.2551216 37.8459124,-122.2550713 37.8459767,-122.2549633 37.8461146)","3728","668","1547",FALSE,"281365722",55.111,secondary,"4","25","2401",4.931200014
"LINESTRING (-122.2552981 37.8456954,-122.2559414 37.8449154,-122.2560801 37.8447456)","3729","1131","1547",FALSE,"281365722",125.973,secondary,"4","25","2401",11.2717617
"LINESTRING (-122.2535008 37.8479294,-122.2525484 37.8491111,-122.2524901 37.8491836,-122.2524378 37.8492498,-122.2522968 37.8494319)","3745","367","1554",FALSE,"281365722",197.711,secondary,"4","25","2401",17.69070577
"LINESTRING (-122.2537189 37.8476588,-122.2535008 37.8479294)","3751","1554","1558",FALSE,"281365722",35.667,secondary,"4","25","2401",3.191397559
"LINESTRING (-122.2537189 37.8476588,-122.2540886 37.8472001)","3752","1130","1558",FALSE,"281365722",60.459,secondary,"4","25","2401",5.409726218
"LINESTRING (-122.2519835 37.8498218,-122.2521968 37.8495504,-122.2522968 37.8494319)","3766","367","1565",FALSE,"785854260",51.351,secondary,"4","25","2401",4.594764238
"LINESTRING (-122.2519835 37.8498218,-122.2517734 37.8500814,-122.2517192 37.8501486,-122.2516213 37.8502701,-122.2515899 37.8503091,-122.2515032 37.8504165,-122.2512727 37.8507023,-122.2511107 37.8509033,-122.2510965 37.8509209,-122.250992 37.8510504)","3767","313","1565",FALSE,"785854260",161.993,secondary,"4","25","2401",14.49474486
"LINESTRING (-122.2455692 37.8577607,-122.2453958 37.8579716,-122.2453288 37.8580478)","4019","675","1682",FALSE,"24501620",38.274,secondary,"4","25","2401",3.424665662
"LINESTRING (-122.2455692 37.8577607,-122.2459886 37.8572428,-122.2460267 37.8571959)","4021","742","1682",FALSE,"785854260",74.549,secondary,"4","25","2401",6.670465602
