WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2266265 37.8440157,-122.2265442 37.8438999,-122.2264618 37.8437859,-122.2263773 37.843672,-122.2262896 37.8435591,-122.2262005 37.8434484,-122.2261086 37.8433361,-122.2260183 37.8432294,-122.2259225 37.8431192,-122.2258266 37.8430105,-122.2257314 37.842904,-122.2256343 37.8427952,-122.2255404 37.8426861,-122.2254505 37.8425761,-122.2253626 37.8424633,-122.225278 37.8423524,-122.2251081 37.8421234,-122.2248694 37.8418,-122.2246594 37.8415164,-122.2242875 37.8410056,-122.2237825 37.8403219)","2320","851","859","1","619117719",480.928,motorway,"2","65","3600",16.5508781587692
"LINESTRING (-122.2266265 37.8440157,-122.2263856 37.8435953,-122.2263061 37.8434687,-122.226062 37.843128,-122.2260225 37.843073,-122.2259791 37.8430109,-122.2259156 37.8429183,-122.2258896 37.842879,-122.225865 37.8428388,-122.2258529 37.8428141,-122.2258434 37.8427877,-122.2258372 37.842759,-122.2258328 37.8427294,-122.2258341 37.8426986,-122.2258408 37.8426681,-122.225853 37.8426386,-122.2258689 37.8426126,-122.2258903 37.842588)","2321","851","860","1","6322758",176.471,motorway_link,"1","30","900",13.1585012913333
"LINESTRING (-122.201589 37.8672103,-122.201041 37.8671965,-122.2006137 37.867171,-122.2003348 37.8671514,-122.1999135 37.8671216,-122.1997482 37.8671102,-122.1995838 37.8670974,-122.1994177 37.8670841,-122.1992544 37.8670701,-122.1990954 37.8670519,-122.1989216 37.8670197,-122.198728 37.8669698,-122.1986345 37.8669416,-122.1983759 37.8668576,-122.1980403 37.8667474)","2477","928","770","1","416103505",318.485,motorway_link,"1","65","900",10.9604897830769
"LINESTRING (-122.201589 37.8672103,-122.2014257 37.8672205,-122.2012621 37.8672283,-122.2010945 37.8672344,-122.2009289 37.8672384,-122.2007644 37.8672413,-122.2006005 37.8672422,-122.2004354 37.8672416,-122.2002711 37.8672389,-122.1992756 37.8672223,-122.1991117 37.86722,-122.1989441 37.8672195,-122.1987752 37.8672221,-122.1986091 37.8672288,-122.1984491 37.8672384,-122.198282 37.8672515,-122.1981105 37.8672702,-122.1979492 37.8672911,-122.19779 37.8673142,-122.1976093 37.8673452,-122.1974635 37.8673745,-122.1973033 37.8674093,-122.1971443 37.8674492,-122.1969864 37.8674914,-122.1968286 37.867537,-122.1966722 37.8675865,-122.1965187 37.867639,-122.1963683 37.8676955,-122.1962191 37.8677558,-122.1960713 37.8678182,-122.195926 37.867884,-122.1957856 37.8679523,-122.1956459 37.8680244,-122.1955076 37.8680991,-122.1953732 37.8681762,-122.1952409 37.8682571,-122.1951116 37.8683415,-122.1949866 37.8684271,-122.1948615 37.8685165,-122.1937782 37.8693287)","2478","928","929","1","737154873",758.905,motorway,"4","65","7200",26.1173069338462
"LINESTRING (-122.1937782 37.8693287,-122.1916134 37.8709535,-122.19065 37.8716763,-122.1902886 37.8719484,-122.1900504 37.8721295,-122.1895715 37.8724937,-122.1884922 37.8733069,-122.1882529 37.8734896,-122.1880136 37.8736756,-122.1877826 37.8738607,-122.187548 37.8740488,-122.1873187 37.8742373,-122.1870859 37.8744281,-122.1869741 37.8745203,-122.1868591 37.8746159,-122.1867452 37.8747137)","2479","929","767","1","7878999",860.147,motorway,"4","65","7200",29.6014958489231
"LINESTRING (-122.208955 37.8644983,-122.2090064 37.8643874,-122.2090517 37.8642744,-122.2090996 37.8641306,-122.2091401 37.8639999,-122.2091828 37.8638583,-122.2092183 37.8637262,-122.209323 37.8633493,-122.2093936 37.8630951,-122.2094307 37.862965,-122.2094714 37.8628384,-122.2095163 37.8627134,-122.2095625 37.8625896,-122.2096125 37.8624661,-122.209668 37.8623412,-122.2097235 37.8622188,-122.2097865 37.8620925,-122.2098505 37.8619703,-122.2098838 37.8619075,-122.2099159 37.8618497,-122.2099893 37.8617233,-122.2100552 37.8616168,-122.2101012 37.8615433,-122.210315 37.8612047,-122.210558 37.8608538,-122.2108305 37.8604927,-122.2111419 37.8601228,-122.2114842 37.8597746,-122.2148909 37.8566082,-122.2152801 37.8562798,-122.2157468 37.855953,-122.2161821 37.8556959,-122.2166847 37.8554573,-122.217185 37.855266,-122.2176796 37.855103,-122.2182898 37.854916,-122.2190348 37.8546774,-122.2199628 37.854384,-122.2201148 37.8543362,-122.2207243 37.8541345)","2492","935","938","1","246516257",1626.431,motorway,"2","30","3600",121.274285371333
"LINESTRING (-122.2325416 37.8508871,-122.232615 37.8509547,-122.2326791 37.8510526,-122.232713 37.851116,-122.2327327 37.8511428,-122.232796 37.8512098)","2494","936","1150","1","204367992",42.549,motorway,"2","45","3600",2.11510133466667
"LINESTRING (-122.2299616 37.8494571,-122.2294824 37.8492567,-122.2294057 37.8492253,-122.2292578 37.8491643,-122.2291898 37.8491349,-122.2291126 37.8491009,-122.2290227 37.8490586,-122.2289379 37.8490157,-122.2288512 37.8489681,-122.2287715 37.8489206,-122.2286878 37.8488671,-122.2285891 37.8488006,-122.2285016 37.8487348,-122.2284266 37.8486749,-122.2283497 37.8486069,-122.2282943 37.8485541,-122.2282369 37.8484961,-122.2281902 37.8484457,-122.228139 37.8483873,-122.2281008 37.84834,-122.2280575 37.848284,-122.2280163 37.8482272,-122.2279718 37.8481606,-122.227937 37.8481041,-122.2278999 37.8480402,-122.2278686 37.8479807,-122.2278378 37.8479183,-122.2278126 37.8478598,-122.227787 37.8477946,-122.2277663 37.8477369,-122.2277461 37.8476744,-122.2277292 37.8476173,-122.2277124 37.8475502,-122.2276994 37.8474872,-122.2276879 37.8474222,-122.2276797 37.8473632,-122.2276724 37.8472986)","2495","937","984","1","10627875",331.333,motorway,"2","65","3600",11.4026467849231
"LINESTRING (-122.2207243 37.8541345,-122.2208719 37.8540619,-122.2210068 37.8539884,-122.2211488 37.8539037,-122.2212701 37.8538256,-122.2213753 37.8537522,-122.2213912 37.8537413,-122.2215118 37.8536507,-122.2216262 37.8535567,-122.2217412 37.8534562,-122.2218415 37.8533579,-122.2219423 37.8532523,-122.2220364 37.8531455,-122.2221255 37.8530333,-122.2222084 37.8529215,-122.2222861 37.852803,-122.2223578 37.8526865,-122.2224246 37.8525647,-122.2224842 37.8524419,-122.2225358 37.8523194,-122.2225849 37.8521947,-122.2230917 37.8508731,-122.2231461 37.8507452)","2496","938","1120","1","692907989",445.756,motorway,"4","30","7200",33.2376475546667
"LINESTRING (-122.2378734 37.8496719,-122.2377205 37.8496214,-122.2375734 37.8495654,-122.2374288 37.849506,-122.2372865 37.8494413,-122.2371479 37.8493749,-122.2370044 37.8493061,-122.2368638 37.8492391,-122.2367228 37.8491721,-122.236582 37.8491042,-122.2364423 37.8490395,-122.236298 37.8489751,-122.2361519 37.8489158,-122.236001 37.8488611,-122.2358483 37.8488115,-122.235691 37.8487654)","2530","955","790","1","930173726",216.955,motorway,"5","65","9000",7.46638950307692
"LINESTRING (-122.22268 37.8531346,-122.2226449 37.8531435,-122.2226178 37.853148,-122.2225906 37.8531504,-122.2225635 37.8531492,-122.2225405 37.8531456,-122.2225172 37.8531382,-122.2224979 37.8531291,-122.2224787 37.853117,-122.2224613 37.8531013,-122.2224485 37.8530846,-122.2224402 37.8530679,-122.2224351 37.8530515,-122.2224312 37.8530338,-122.2224293 37.8530145,-122.2224287 37.8529938,-122.2224291 37.8529639)","2532","957","789","1","19436956",36.991,motorway_link,"1","55","900",1.50448450072727
"LINESTRING (-122.222418 37.8532496,-122.2224174 37.8531904,-122.2224167 37.8531429,-122.2224163 37.8530927,-122.2224175 37.8530503,-122.2224215 37.8530077,-122.2224291 37.8529639)","2534","958","789","1","394139349",31.829,motorway_link,"1","55","900",1.29453751381818
"LINESTRING (-122.222418 37.8532496,-122.2224207 37.8532783,-122.2224254 37.8533076,-122.2224355 37.8533448)","2535","51","958","0","518492658",10.714,unclassified,"2","25","1800",0.9586630064
"LINESTRING (-122.2417902 37.8489994,-122.2412857 37.8492586,-122.2410231 37.8493899,-122.2408261 37.8494861,-122.2406768 37.8495484,-122.2405151 37.849607,-122.2403348 37.84966,-122.2401527 37.8497044,-122.2399566 37.8497402,-122.2397527 37.8497655,-122.2394777 37.8497867,-122.2391465 37.8497877,-122.2388447 37.8497803,-122.2385202 37.8497559,-122.2382064 37.8497189,-122.2378734 37.8496719)","2545","964","955","1","394125713",366.379,motorway_link,"1","30","900",27.3189280086667
"LINESTRING (-122.2296417 37.8490297,-122.2304061 37.8491702,-122.2306614 37.8492117,-122.2316292 37.8493479,-122.2316737 37.8493554,-122.2317125 37.8493642,-122.2317501 37.8493748,-122.231784 37.8493867,-122.2318215 37.8494042,-122.2318512 37.8494224,-122.2318774 37.8494423,-122.2319032 37.8494667,-122.231925 37.8494941,-122.2319447 37.849527,-122.2319592 37.8495606,-122.2319686 37.8495929,-122.2319729 37.8496305,-122.2319709 37.8496692,-122.2319633 37.849708,-122.2319492 37.8497469,-122.231924 37.8497876,-122.2318929 37.8498222,-122.2318548 37.8498515,-122.2318053 37.8498774,-122.2317553 37.8498967,-122.2317012 37.8499116,-122.231647 37.84992,-122.2315948 37.8499222,-122.2315357 37.8499198,-122.2314643 37.8499151,-122.2313902 37.8499077,-122.2313213 37.8498998,-122.2312498 37.8498892,-122.2311785 37.8498771,-122.2311065 37.849862,-122.2310388 37.8498456,-122.2309732 37.8498277,-122.2309033 37.8498074,-122.2308392 37.8497877,-122.2307766 37.8497671,-122.2307157 37.8497456,-122.2306533 37.8497227,-122.2299616 37.8494571)","2582","982","937","1","23875266",431.677,motorway_link,"1","65","900",14.8559315135385
"LINESTRING (-122.2296417 37.8490297,-122.229817 37.8490499,-122.2299794 37.8490684,-122.2301477 37.8490859,-122.2303103 37.8491004,-122.2304753 37.8491113,-122.2306442 37.8491193,-122.230808 37.8491236,-122.2309772 37.8491255,-122.2311462 37.8491237,-122.2313141 37.8491192,-122.2314737 37.8491116,-122.2316445 37.8491003,-122.2318094 37.8490867,-122.231969 37.8490704,-122.2337889 37.8488684,-122.2339536 37.8488527,-122.234118 37.8488403,-122.2342801 37.8488355,-122.234446 37.848836,-122.2346101 37.8488413,-122.234774 37.8488523,-122.2349389 37.84887,-122.235103 37.8488937,-122.2352585 37.8489209,-122.2354225 37.8489557,-122.2355831 37.8489958,-122.235736 37.8490406,-122.2358921 37.8490923)","2583","982","476","1","929632113",555.476,motorway,"4","55","7200",22.5921178807273
"LINESTRING (-122.2272434 37.8451225,-122.2273277 37.8453935,-122.2273476 37.8454676,-122.2273644 37.845542,-122.2273781 37.845612,-122.2273895 37.8456801,-122.2273993 37.8457514,-122.2274084 37.8458202,-122.2274149 37.8458876,-122.2274185 37.8459519,-122.2274208 37.8460238,-122.2274215 37.8460848,-122.2274204 37.8461405,-122.2274186 37.8461945,-122.2274141 37.8462541,-122.2274094 37.8463098,-122.2274033 37.846371,-122.2272904 37.8472725,-122.2272822 37.847337,-122.2272719 37.8474031,-122.2272547 37.8474697,-122.2272324 37.8475339,-122.227203 37.8475972,-122.2271705 37.8476593,-122.2271348 37.8477152,-122.2270983 37.8477668,-122.2270546 37.8478209,-122.2270057 37.8478738,-122.2269717 37.8479049,-122.2269353 37.8479358,-122.2268965 37.8479654,-122.2268467 37.8480008,-122.2267922 37.8480365,-122.2267313 37.848072,-122.2266742 37.8480999,-122.2266123 37.8481275,-122.2265553 37.8481496,-122.2264979 37.8481696,-122.2264409 37.8481871,-122.2263832 37.848203,-122.2263252 37.8482177,-122.2262303 37.8482398,-122.2258833 37.8483245,-122.2258042 37.8483455,-122.225724 37.8483673,-122.2256465 37.8483913,-122.2255582 37.8484206,-122.2254725 37.8484499,-122.2253835 37.8484819,-122.225256 37.8485283,-122.225129 37.8485768,-122.2250116 37.8486231,-122.2249343 37.8486552,-122.2248436 37.8486951,-122.2247 37.848764,-122.224569 37.8488309,-122.2244272 37.8489122,-122.2242987 37.8489909,-122.22417 37.8490772,-122.224045 37.8491699,-122.2239304 37.8492641,-122.2238206 37.8493638,-122.2237167 37.8494647,-122.2236146 37.8495688,-122.2235145 37.849677,-122.2234221 37.8497902,-122.2233401 37.849912,-122.2232825 37.8500176,-122.2232328 37.850142)","2584","983","791","1","22771080",745.338,motorway_link,"1","65","900",25.6504059341538
"LINESTRING (-122.2272434 37.8451225,-122.2272762 37.8451872,-122.2273039 37.8452455,-122.2273343 37.8453111,-122.2273598 37.8453708,-122.2273848 37.845435,-122.2274074 37.8454959,-122.2274295 37.845562,-122.2274492 37.8456262,-122.2274666 37.8456908,-122.2274826 37.8457574,-122.2274969 37.8458244,-122.2275087 37.8458868,-122.2275201 37.8459532,-122.2275299 37.846019,-122.2275376 37.8460856,-122.2275439 37.8461513,-122.2275476 37.8462178,-122.2275496 37.8462838,-122.22755 37.8463524,-122.2275487 37.8464321,-122.2275315 37.8470799,-122.2275289 37.8472156,-122.227531 37.8473469)","2585","983","985","1","169629827",250.926,motorway,"2","65","3600",8.635483176
"LINESTRING (-122.2276724 37.8472986,-122.2276689 37.8472393,-122.2276663 37.8471692,-122.2276638 37.8470105,-122.2276546 37.8463533,-122.2276522 37.8462853,-122.22765 37.8462196,-122.2276465 37.846153,-122.2276421 37.8460863,-122.2276365 37.8460216,-122.2276284 37.8459549,-122.2276183 37.8458895,-122.2276073 37.8458234,-122.2275939 37.8457597,-122.2275774 37.8456933,-122.2275605 37.8456308,-122.2275402 37.8455643,-122.2275182 37.8455023,-122.2274964 37.8454398,-122.2274748 37.8453812,-122.2274484 37.8453147,-122.2274217 37.8452503,-122.2273934 37.8451872,-122.2273635 37.8451268,-122.2273326 37.8450661,-122.2273 37.845008,-122.2272635 37.8449464,-122.2272247 37.8448852,-122.2271879 37.8448284,-122.2271486 37.8447685,-122.2271094 37.8447112,-122.2270287 37.8445939,-122.2266265 37.8440157)","2586","984","851","1","416024401",384.296,motorway,"3","65","5400",13.2253399113846
"LINESTRING (-122.227531 37.8473469,-122.2275345 37.8474122,-122.2275398 37.8474761,-122.2275467 37.847542,-122.227555 37.8476063,-122.227566 37.847674,-122.2275787 37.8477379,-122.2275947 37.8478036,-122.2276146 37.8478738,-122.2276354 37.8479365,-122.2276566 37.8479954,-122.2276839 37.8480628,-122.2277108 37.8481254,-122.227739 37.8481837,-122.2277722 37.8482453,-122.2278067 37.8483054,-122.2278421 37.8483619,-122.2278839 37.848425,-122.2279234 37.8484802,-122.2279672 37.8485379,-122.2280217 37.8486055,-122.2280813 37.8486766,-122.2281365 37.8487381,-122.2281924 37.8487964,-122.2282599 37.8488603,-122.2283403 37.8489293,-122.2284223 37.8489943,-122.2284902 37.8490443,-122.2285528 37.8490881,-122.2286148 37.8491295,-122.2286833 37.8491727,-122.2287509 37.8492125,-122.2288201 37.8492518,-122.2288891 37.8492879,-122.228958 37.8493224,-122.2290328 37.8493575,-122.2291034 37.8493885,-122.2291731 37.8494173,-122.2292487 37.849447,-122.2293267 37.8494758,-122.2294032 37.8495028,-122.2296165 37.8495728,-122.2309752 37.8500227,-122.2312611 37.8501158,-122.2314046 37.8501715,-122.2315508 37.8502282,-122.2316238 37.8502566,-122.2316925 37.8502833)","2587","985","59","1","184365675",526.964,motorway,"2","45","3600",26.1952633368889
"LINESTRING (-122.227531 37.8473469,-122.2276569 37.8477986,-122.2276752 37.8478611,-122.2276962 37.8479249,-122.2277174 37.8479821,-122.2277443 37.8480486,-122.2277761 37.8481187,-122.2278119 37.8481891,-122.2278517 37.8482607,-122.227893 37.8483297,-122.2279371 37.848397,-122.2279831 37.8484627,-122.2280358 37.84853,-122.2281016 37.8486052,-122.2281753 37.8486803,-122.2282476 37.8487465,-122.2283179 37.8488055,-122.2283907 37.8488624,-122.2284692 37.8489209,-122.2285457 37.8489738,-122.2286179 37.8490215,-122.228685 37.8490619,-122.228745 37.8490967,-122.2288163 37.8491344,-122.228883 37.8491688,-122.2289531 37.8492017,-122.2290184 37.8492308,-122.2290904 37.8492614,-122.2291605 37.8492897,-122.2292311 37.8493163,-122.2293095 37.8493434,-122.2293843 37.8493666,-122.2294623 37.8493887,-122.2295384 37.8494092,-122.2296125 37.8494273,-122.229701 37.8494472,-122.2297908 37.8494644,-122.2298839 37.8494783,-122.2299819 37.8494914,-122.230096 37.8495045,-122.2302188 37.8495137,-122.2303288 37.8495173,-122.2304195 37.8495184,-122.2305152 37.8495175,-122.2306111 37.8495151,-122.230704 37.8495099,-122.2308018 37.8495011,-122.2308858 37.8494911,-122.2309659 37.8494804,-122.2310523 37.8494662,-122.2312998 37.849421,-122.2320096 37.8492939,-122.2324513 37.849206,-122.2326187 37.8491722,-122.2327367 37.84915,-122.2328439 37.8491324,-122.2329435 37.8491174,-122.233843 37.8489854,-122.2339628 37.8489684,-122.234051 37.8489592,-122.2341295 37.8489526,-122.2342091 37.8489473,-122.2342842 37.8489443,-122.234367 37.8489411,-122.2344441 37.848939,-122.2345273 37.8489382,-122.2346006 37.8489384,-122.2346835 37.8489405,-122.2347622 37.8489438,-122.234848 37.8489482,-122.2349265 37.8489541,-122.2352733 37.8489814,-122.2355894 37.8490254,-122.2358921 37.8490923)","2588","985","476","1","22771078",874.356,motorway_link,"1","65","900",30.0904909329231
"LINESTRING (-122.2070962 37.8658273,-122.20695 37.8658882,-122.2067999 37.8659453,-122.2066465 37.8659962,-122.206492 37.8660437,-122.2046239 37.8666096,-122.2044703 37.8666561,-122.2043135 37.8667024,-122.2041576 37.8667485,-122.2040012 37.866792,-122.2038461 37.8668333,-122.2036885 37.8668735,-122.2035309 37.866911,-122.2033737 37.8669476,-122.2032135 37.8669827,-122.2030547 37.8670147,-122.2028922 37.8670444,-122.2027304 37.867072,-122.2025699 37.8670981,-122.2024064 37.8671218,-122.2022414 37.8671426,-122.2020798 37.8671618,-122.2019174 37.8671803,-122.2017519 37.8671965,-122.201589 37.8672103)","2589","986","928","1","184487458",509.562,motorway,"4","65","7200",17.5363018504615
"LINESTRING (-122.196375 37.8673802,-122.1962704 37.8674334,-122.1961574 37.8674952,-122.1960618 37.8675483,-122.1959603 37.8676086,-122.1958539 37.8676751,-122.195753 37.8677418,-122.1956472 37.8678157,-122.1955405 37.8678923,-122.1951302 37.8681986,-122.1937782 37.8693287)","2642","1017","929","1","7873175",315.343,motorway_link,"1","65","900",10.8523595449231
"LINESTRING (-122.1880017 37.8751251,-122.1880597 37.8750013,-122.1881184 37.874879,-122.1881783 37.8747557,-122.1882361 37.8746365,-122.1882994 37.8745143,-122.1883642 37.8743932,-122.188431 37.8742737,-122.1884988 37.8741586,-122.1885709 37.874042,-122.1886492 37.8739247,-122.1887272 37.8738128,-122.188808 37.8737032,-122.1888935 37.8735909,-122.1889817 37.8734786,-122.1890682 37.8733697,-122.1891583 37.8732606,-122.1892523 37.8731523,-122.1893482 37.87305,-122.1894485 37.8729484,-122.1895541 37.8728468,-122.1896625 37.8727464,-122.1897687 37.8726516,-122.1898799 37.872555,-122.1899897 37.8724606,-122.190103 37.872364,-122.1902145 37.872273,-122.1903321 37.8721808,-122.1904522 37.8720905,-122.1909296 37.8717315,-122.1912254 37.8715109,-122.1917617 37.8711083,-122.1919385 37.8709766,-122.1923285 37.8706855,-122.1926654 37.8704316,-122.1947414 37.868873,-122.1948639 37.8687808,-122.1949814 37.8686933,-122.1951036 37.8686042,-122.1952268 37.8685172,-122.1953527 37.8684337,-122.1954791 37.8683548,-122.1956087 37.8682777,-122.195741 37.8682033)","2643","1018","774","1","416103504",1039.157,motorway,"4","65","7200",35.7620286089231
"LINESTRING (-122.2231461 37.8507452,-122.2232041 37.8506255,-122.2232714 37.850505,-122.2233456 37.8503836,-122.2234245 37.8502692,-122.2235129 37.850155,-122.2236011 37.8500489,-122.2236983 37.849941,-122.223801 37.8498378,-122.2239122 37.8497363,-122.2240205 37.8496447,-122.2241449 37.8495488,-122.2242718 37.84946,-122.2243961 37.8493789)","2844","1120","477","1","928170260",189.85,motorway,"5","55","9000",7.72151016363636
"LINESTRING (-122.1874407 37.8765615,-122.1875927 37.8762676,-122.1877597 37.8758261,-122.1878712 37.875501,-122.1880017 37.8751251)","2847","1123","1018","1","1042048554",167.322,motorway_link,"1","30","900",12.476309156
"LINESTRING (-122.2264803 37.8440995,-122.2265728 37.8442086,-122.2266678 37.8443211,-122.2267596 37.8444291,-122.2268514 37.8445384,-122.2268976 37.8445955,-122.2269407 37.8446499,-122.2269858 37.8447086,-122.2270285 37.8447669,-122.2270671 37.8448236,-122.2271045 37.8448791,-122.2271438 37.8449418,-122.2271832 37.8450104,-122.2272141 37.8450673,-122.2272434 37.8451225)","2868","1134","983","1","930116821",132.32,motorway,"2","65","3600",4.55372155076923
"LINESTRING (-122.2228448 37.8508447,-122.2222429 37.8521139,-122.2222127 37.8521757,-122.2221813 37.8522355,-122.2221489 37.8522939,-122.2221173 37.8523483,-122.222081 37.8524057,-122.2220378 37.8524692,-122.2219933 37.8525315,-122.2219486 37.8525928,-122.221902 37.8526556,-122.2218537 37.8527171,-122.2218075 37.8527748,-122.22176 37.8528309,-122.2217091 37.8528895,-122.221649 37.8529558,-122.2215909 37.8530178,-122.2215346 37.8530753,-122.2214877 37.8531215,-122.2214581 37.8531476,-122.2214319 37.8531694,-122.2214062 37.8531902)","2869","1135","792","1","9900197",291.888,motorway_link,"1","55","900",11.8715625949091
"LINESTRING (-122.2228448 37.8508447,-122.2224551 37.8518627,-122.2223314 37.8521851,-122.2222857 37.8523021,-122.2222314 37.8524224,-122.222174 37.8525363,-122.2221095 37.8526512,-122.222036 37.8527647,-122.2219624 37.8528717,-122.2218794 37.8529803,-122.2217918 37.8530849,-122.2216994 37.8531865,-122.2216056 37.8532812,-122.2214994 37.8533791,-122.2213903 37.8534721,-122.2212798 37.8535588,-122.2211658 37.8536418,-122.2210452 37.8537212,-122.2209206 37.8537976,-122.2207933 37.8538704,-122.220663 37.8539377,-122.2205236 37.854003,-122.2203884 37.8540594)","2870","1135","793","1","736625330",432.657,motorway,"4","55","7200",17.5968681741818
"LINESTRING (-122.2001954 37.867643,-122.2002404 37.867667,-122.2002792 37.8676916,-122.2003193 37.8677211,-122.2003556 37.8677515,-122.2003877 37.8677831,-122.2004176 37.8678178,-122.2004416 37.8678509,-122.2005145 37.8679625,-122.2005372 37.8680022)","2880","1141","766","1","395452820",50.808,motorway_link,"1","65","900",1.74852996184615
"LINESTRING (-122.2001954 37.867643,-122.2002231 37.8676598,-122.2002479 37.867678,-122.2002709 37.8676975,-122.2002917 37.8677187,-122.2003086 37.8677408,-122.2003236 37.8677649,-122.2003347 37.8677918,-122.200339 37.8678209,-122.2003389 37.8678545,-122.2003356 37.8678835,-122.2003266 37.8679152,-122.2003107 37.8679492,-122.2002875 37.8679853,-122.2002601 37.8680171,-122.200225 37.8680497,-122.2001389 37.8681316)","2881","1141","1356","1","395452821",64.228,motorway_link,"1","65","900",2.21037203569231
"LINESTRING (-122.1996751 37.8682305,-122.199509 37.8682273,-122.1993314 37.8682116,-122.1991385 37.8681745,-122.1989741 37.8681214,-122.1988289 37.8680555,-122.1986873 37.8679802,-122.1985886 37.8679034,-122.1984975 37.8678074,-122.1979269 37.8671032,-122.197774 37.8669133,-122.1977262 37.866856)","2883","779","1142","0","48144736",244.087,unclassified,"2","30","1800",18.2002657926667
"LINESTRING (-122.2195697 37.8542726,-122.2194288 37.8542993,-122.219296 37.8543206,-122.2191489 37.8543394,-122.2185 37.854418,-122.2183388 37.8544364,-122.218177 37.8544568,-122.2180161 37.8544796,-122.2178451 37.8545063,-122.2177071 37.8545309,-122.2174587 37.854579,-122.2170586 37.8546774,-122.2167274 37.8547645,-122.2163535 37.8548719,-122.2159678 37.8549916,-122.2155349 37.8551432,-122.2151081 37.85533,-122.2146444 37.8555977,-122.2142495 37.8558789,-122.2138048 37.8562506,-122.2106675 37.8591651,-122.2104148 37.8594407,-122.2102356 37.8596692,-122.2100653 37.8599248,-122.2099143 37.8601859,-122.2097686 37.8604618,-122.2096388 37.8607427,-122.2095345 37.8609759,-122.2094413 37.8611892,-122.2093575 37.8613878,-122.2092979 37.8615529,-122.2092519 37.8617196,-122.2092353 37.8617867,-122.2092188 37.8618606,-122.2092049 37.8619327,-122.2091934 37.8619994,-122.2091827 37.8620669)","2890","1145","786","1","123467859",1342.284,motorway,"2","30","3600",100.086959032
"LINESTRING (-122.2211078 37.8532372,-122.2210591 37.8532222,-122.2210089 37.8532066)","2892","1146","1149","1","534447485",9.327,motorway_link,"1","35","900",0.596112553714286
"LINESTRING (-122.2209897 37.8532728,-122.220957 37.8534018,-122.220941 37.853453,-122.2209168 37.8535115,-122.2208869 37.8535654,-122.2208553 37.8536128,-122.2208235 37.8536517,-122.2207908 37.8536865,-122.2207507 37.8537239,-122.2207114 37.8537547,-122.2206618 37.8537873,-122.22061 37.8538186,-122.2205551 37.8538495,-122.2204953 37.8538808,-122.220424 37.8539169,-122.2203437 37.8539556,-122.2201284 37.8540508,-122.2200172 37.854098,-122.2195697 37.8542726)","2895","1148","1145","1","987274236",175.992,motorway_link,"1","55","900",7.15788262690909
"LINESTRING (-122.2210089 37.8532066,-122.2209987 37.8532392,-122.2209897 37.8532728)","2896","1149","1148","1","199278468",7.553,motorway_link,"1","55","900",0.307192869454545
"LINESTRING (-122.2210089 37.8532066,-122.2209492 37.8531888,-122.2208869 37.8531732,-122.2208587 37.8531679,-122.2208309 37.8531647,-122.2208007 37.8531641,-122.2207684 37.8531675,-122.2207378 37.8531758,-122.2207056 37.8531883,-122.2206663 37.8532094)","2897","1149","1147","1","199278469",32.03,motorway_link,"1","35","900",2.04711966285714
"LINESTRING (-122.232796 37.8512098,-122.2328154 37.8511567,-122.2328159 37.8511192,-122.2327067 37.8509556,-122.2326442 37.8508645,-122.2325825 37.8507842,-122.2325149 37.8506854)","2899","1150","1686","1","524663947",65.331,motorway,"1","65","1800",2.24833118676923
"LINESTRING (-122.2212709 37.8528217,-122.2212347 37.8528558,-122.2211997 37.8528939,-122.2211642 37.8529349,-122.221128 37.8529842,-122.2210935 37.8530348,-122.2210667 37.8530797,-122.2210434 37.8531232,-122.2210234 37.8531664,-122.2210089 37.8532066)","3045","1221","1149","1","184487472",48.966,motorway_link,"1","55","900",1.99152734618182
"LINESTRING (-122.2001389 37.8681316,-122.2005372 37.8680022)","3334","766","1356","0","546102874",37.808,unclassified,"2","30","1800",2.81914091733333
"LINESTRING (-122.2001389 37.8681316,-122.1999916 37.8681818,-122.1998307 37.8682178,-122.1996751 37.8682305)","3335","1142","1356","0","395452818",42.494,unclassified,"2","30","1800",3.16855094533333
"LINESTRING (-122.233941 37.8524106,-122.233919 37.8524008,-122.2338367 37.8523566,-122.233788 37.8523272,-122.2337204 37.8522832,-122.2336566 37.8522389,-122.2336137 37.852206,-122.2335602 37.8521624,-122.233507 37.8521155,-122.2334608 37.8520712,-122.2334114 37.8520185,-122.233367 37.8519663,-122.2333254 37.8519132,-122.2332838 37.8518558,-122.2332243 37.8517699,-122.2331513 37.8516584)","3511","820","1444","0","545436050",110.297,primary,"3","35","2700",7.04936489085714
"LINESTRING (-122.2007599 37.8679142,-122.2008136 37.8678921,-122.2011478 37.8677564,-122.2014481 37.8676569,-122.2017522 37.8675759,-122.2030976 37.8672918,-122.2034455 37.8671987,-122.2037419 37.867104,-122.2042557 37.8669247)","3529","1451","765","1","47067711",326.946,motorway_link,"1","65","900",11.2516705421538
"LINESTRING (-122.2241925 37.8415895,-122.2242141 37.8416266,-122.2242724 37.8416983,-122.2250725 37.8425154,-122.2252749 37.8427202,-122.2254459 37.8429148,-122.2256449 37.8431516,-122.2264803 37.8440995)","3533","1453","1134","1","19739567",344.111,motorway_link,"1","30","900",25.6585220113333
