WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2465302 37.8661529,-122.2470015 37.8661398)","0","1","0","0","188703407",41.398,residential,"1","25","900",3.7041936848
"LINESTRING (-122.2470015 37.8661398,-122.2465302 37.8661529)","1","0","1","0","188703407",41.398,residential,"1","25","900",3.7041936848
"LINESTRING (-122.2470015 37.8661398,-122.2476606 37.8661064)","2","82","1","0","188703408",57.977,residential,"1","25","900",5.1876428152
"LINESTRING (-122.2470015 37.8661398,-122.2469933 37.866046,-122.2469787 37.8660203,-122.2468842 37.8658879,-122.2468012 37.8657645,-122.2466958 37.8656311,-122.2466596 37.8655853,-122.246596 37.8655048)","3","1166","1","0","5077756",80.056,service,"1","30","900",5.96934895466667
"LINESTRING (-122.2433676 37.8609763,-122.2432806 37.8609784,-122.2432395 37.8609714,-122.2431745 37.8609587,-122.2431135 37.8609397,-122.2430702 37.8609236,-122.243018 37.8608958,-122.2429372 37.8608373,-122.2427672 37.8607051,-122.2425958 37.8605924,-122.2424865 37.8605437,-122.242392 37.8605162,-122.24234 37.8605105)","4","1360","2","0","5149903",107.32,secondary,"2","25","1200",9.602736032
"LINESTRING (-122.2433676 37.8609763,-122.2435192 37.8609476,-122.2437478 37.8608777,-122.2439244 37.8608071,-122.2440549 37.860731)","5","7","2","0","188702003",66.828,secondary,"1","25","600",5.9796090528
"LINESTRING (-122.2433676 37.8609763,-122.2433662 37.8610521,-122.2433641 37.8611602,-122.2433817 37.8612552,-122.2434139 37.8613632,-122.2434622 37.8614564,-122.2437076 37.8617851,-122.2437476 37.8618448,-122.2438564 37.8620006,-122.2439093 37.8621005,-122.2440067 37.8622843,-122.24407 37.8624829,-122.2440814 37.8625588,-122.2440627 37.8626065,-122.2440308 37.8626422,-122.2439775 37.8626596,-122.2439155 37.8626655,-122.2438484 37.862657,-122.2437974 37.8626359,-122.2437492 37.8625999,-122.2436741 37.8624961,-122.2434648 37.8622314,-122.2433415 37.8621044,-122.2431939 37.8619921,-122.2430562 37.8619172,-122.2428918 37.8618484,-122.2424444 37.8616983,-122.2422471 37.8616321,-122.2420835 37.861611,-122.2419816 37.8616173,-122.2418662 37.8616385,-122.2417429 37.8616851,-122.2415714 37.8617972)","6","3","2","0","5149907",469.407,residential,"1","30","900",35.001176486
"LINESTRING (-122.2415714 37.8617972,-122.241944 37.8619413,-122.242341 37.8620747,-122.2426027 37.8621781,-122.2427272 37.8622356,-122.2428184 37.8623076,-122.2429043 37.862405,-122.242974 37.8625246,-122.2430169 37.8626506)","7","1111","3","0","5149908",166.318,service,"1","30","900",12.4014462306667
"LINESTRING (-122.2415714 37.8617972,-122.2412392 37.8620843,-122.2411206 37.8621723)","8","1717","3","0","1174749164",57.527,residential,"1","30","900",4.28948157933333
"LINESTRING (-122.2415714 37.8617972,-122.2417429 37.8616851,-122.2418662 37.8616385,-122.2419816 37.8616173,-122.2420835 37.861611,-122.2422471 37.8616321,-122.2424444 37.8616983,-122.2428918 37.8618484,-122.2430562 37.8619172,-122.2431939 37.8619921,-122.2433415 37.8621044,-122.2434648 37.8622314,-122.2436741 37.8624961,-122.2437492 37.8625999,-122.2437974 37.8626359,-122.2438484 37.862657,-122.2439155 37.8626655,-122.2439775 37.8626596,-122.2440308 37.8626422,-122.2440627 37.8626065,-122.2440814 37.8625588,-122.24407 37.8624829,-122.2440067 37.8622843,-122.2439093 37.8621005,-122.2438564 37.8620006,-122.2437476 37.8618448,-122.2437076 37.8617851,-122.2434622 37.8614564,-122.2434139 37.8613632,-122.2433817 37.8612552,-122.2433641 37.8611602,-122.2433662 37.8610521,-122.2433676 37.8609763)","9","2","3","0","5149907",469.407,residential,"1","30","900",35.001176486
"LINESTRING (-122.2308297 37.8664576,-122.2312593 37.8663746,-122.2314473 37.866338,-122.2316643 37.8663158,-122.2318061 37.8662899,-122.2319951 37.8662327,-122.2320695 37.8662249,-122.2322425 37.8662395,-122.2324527 37.8662919,-122.2328309 37.8664409,-122.2329158 37.8665471)","10","1892","4","0","6369269",197.852,residential,"1","30","900",14.7527684293333
"LINESTRING (-122.2308297 37.8664576,-122.2307683 37.8665408,-122.2306073 37.8667332,-122.2304059 37.8669811,-122.230328 37.8671036,-122.2302454 37.8672475,-122.2298664 37.8678995,-122.2298227 37.8679838,-122.2297506 37.8680693,-122.2296809 37.8681263,-122.229527 37.8682229,-122.229354 37.8683501,-122.2290803 37.8685573,-122.2289826 37.8686664,-122.2288884 37.8687916,-122.2287348 37.8689404,-122.2286248 37.8690177,-122.2285438 37.8690599,-122.2284464 37.8690908,-122.2282548 37.8691113,-122.2280712 37.8691201,-122.2279727 37.8691276,-122.227745 37.8691554,-122.2275935 37.8691935,-122.2274446 37.8692527,-122.227181 37.8694075,-122.2270141 37.8694942,-122.2268022 37.8695704,-122.2263704 37.8696869,-122.226074 37.8697779,-122.2259362 37.8698332,-122.2258165 37.8698884,-122.2256394 37.8699937,-122.2255662 37.8700404,-122.225091 37.8703665,-122.2250535 37.8703988,-122.2249951 37.870468,-122.2249502 37.8705454,-122.2249032 37.8706619,-122.2248254 37.8709774,-122.2247651 37.8711076,-122.2246886 37.8712272,-122.2244707 37.8714993,-122.2243929 37.8715628,-122.2243306 37.8715872,-122.2242568 37.8715925,-122.2241683 37.8715681,-122.2240925 37.8715205,-122.2240007 37.87144,-122.2235809 37.870971,-122.2235112 37.870863,-122.2234575 37.8707455,-122.223369 37.870592,-122.2232899 37.8705094,-122.2232188 37.870466,-122.2229814 37.8703496,-122.2227333 37.8702374,-122.2226166 37.8702045,-122.2225308 37.8701982,-122.2224208 37.8702088,-122.2220649 37.8703023,-122.2216899 37.870411,-122.2215424 37.8704586,-122.2213313 37.8705461,-122.2211186 37.8706471,-122.2210449 37.8706757,-122.2209631 37.8706915,-122.2208786 37.870682,-122.2208353 37.870667,-122.2208021 37.8706555,-122.2207404 37.8706111,-122.2206653 37.8705094,-122.220554 37.870375,-122.2204052 37.8702691,-122.2202308 37.8701791,-122.2200645 37.8701315,-122.2197507 37.8700489,-122.2196059 37.8700066,-122.2194771 37.8699473,-122.2191874 37.8697684,-122.2184077 37.8691915,-122.2181837 37.8690274,-122.2180506 37.8689257,-122.2179806 37.8688502,-122.2179274 37.8687541,-122.2178944 37.8686404,-122.2178664 37.8684708,-122.2178621 37.8683582)","11","5","4","0","37890024",1633.159,secondary,"2","30","1200",121.775956448667
"LINESTRING (-122.2308297 37.8664576,-122.2308816 37.8663618,-122.230932 37.8662485,-122.2309885 37.8661217,-122.2311007 37.8659335)","12","807","4","0","1182621649",63.014,secondary,"2","30","1200",4.69861790533333
"LINESTRING (-122.2178621 37.8683582,-122.217961 37.8683391,-122.2184292 37.8682231,-122.2187117 37.8681616,-122.2188953 37.8681385,-122.2191897 37.8681207,-122.2194081 37.8680816,-122.2195815 37.8680231,-122.2197522 37.8679305,-122.2199081 37.8677995,-122.2200198 37.8676439,-122.220143 37.8673571,-122.2202382 37.8671248,-122.2202983 37.8670299,-122.2204699 37.8668741,-122.220633 37.8667453,-122.220942 37.8665488,-122.2213186 37.8663048,-122.2214484 37.8662507,-122.2216115 37.8662507,-122.2216919 37.8662586,-122.2218175 37.866271,-122.221972 37.8663185,-122.2221037 37.8664101,-122.2222466 37.8664879,-122.2223926 37.8665217,-122.2225299 37.8665285,-122.2226415 37.8664879,-122.2227273 37.8664133,-122.2227676 37.8663416,-122.2227874 37.8662846,-122.222796 37.8661965,-122.2227929 37.8661705)","13","1641","5","0","5149900",573.739,secondary,"2","30","1200",42.7806572886667
"LINESTRING (-122.2178621 37.8683582,-122.2177124 37.8683814,-122.2176071 37.8683945,-122.2175012 37.8683941,-122.2173859 37.8683746,-122.2172834 37.8683413,-122.2171607 37.8682816,-122.2170481 37.8682023,-122.2167984 37.8679791,-122.2166523 37.8678826,-122.2165236 37.867842,-122.2163948 37.8678352,-122.2162918 37.8678623,-122.216206 37.8679165,-122.2161373 37.8680114,-122.2161202 37.8680927,-122.2161373 37.8681943,-122.216206 37.8682824,-122.2163347 37.8683569,-122.2166952 37.8685128,-122.2168326 37.8686144,-122.2169012 37.8687025,-122.2169699 37.8688109,-122.2170815 37.8690413,-122.2171416 37.8691497,-122.2172274 37.8692717,-122.2173917 37.8694349,-122.2177136 37.8697186,-122.2181114 37.8700237,-122.2185547 37.8704149,-122.2188267 37.8706926,-122.2188589 37.87079,-122.2188642 37.8709022,-122.2188346 37.8709981,-122.218604 37.8713765,-122.2185611 37.8714739,-122.2185638 37.8715649,-122.2186056 37.8716358,-122.2192729 37.8723328,-122.2193658 37.8723864,-122.2194731 37.8724055,-122.2195928 37.8723978,-122.220004 37.8723146,-122.2201839 37.8722848,-122.2202831 37.8722848,-122.2204092 37.8723272,-122.2205218 37.8724034,-122.2206238 37.8725283,-122.2206881 37.8726723,-122.2207242 37.8728644,-122.2207316 37.8730953,-122.2207418 37.8734154,-122.2207686 37.873625,-122.2208008 37.8737394,-122.2208464 37.8738389,-122.2209188 37.8739257,-122.2210314 37.8740146,-122.221246 37.8741353,-122.2214378 37.8742337,-122.2215411 37.8743146,-122.221599 37.8744041,-122.221622 37.8745238,-122.2216494 37.8746644,-122.2216979 37.8748026,-122.2217788 37.8749557,-122.2218135 37.8750545,-122.22181 37.8751735,-122.221785 37.875296,-122.221702 37.8754204,-122.2215617 37.8755454,-122.2214411 37.8756222,-122.2212098 37.875776,-122.2211868 37.8757917)","14","23","5","0","5149901",1336.697,tertiary,"1","30","900",99.6703662393334
"LINESTRING (-122.2178621 37.8683582,-122.2178596 37.8682933,-122.2178596 37.8681475,-122.2178742 37.8680169,-122.2179148 37.8679064,-122.2180049 37.8677487,-122.2182659 37.8673228,-122.218362 37.8671399,-122.2184201 37.8669882,-122.2184649 37.8668069,-122.2184865 37.8666604,-122.2184892 37.8665466,-122.2184753 37.8664195,-122.2184421 37.8662903,-122.218392 37.8661709,-122.2182783 37.8659247,-122.2181363 37.8656605,-122.2179741 37.8653688,-122.2178025 37.8651452,-122.217605 37.8649216,-122.2175278 37.8647996,-122.2174505 37.8646641,-122.217399 37.8645218,-122.2173218 37.8642643,-122.2172617 37.8641288,-122.2171759 37.8639933,-122.2170557 37.8638849,-122.2169441 37.8638103,-122.2168068 37.8637358,-122.2165665 37.8636477,-122.2162146 37.8635325,-122.2160086 37.8634376,-122.2157082 37.8632818,-122.2151589 37.8629498,-122.2149431 37.862819,-122.2147512 37.8627124,-122.2144451 37.862563,-122.2142725 37.8624714,-122.214112 37.8623753,-122.2139673 37.8622762,-122.2138352 37.8621793,-122.2136322 37.8620227,-122.2133736 37.8618656,-122.2131606 37.8618194,-122.2128784 37.8617784,-122.2127283 37.861748,-122.2125699 37.8616999,-122.212436 37.8616496,-122.2119781 37.8614566,-122.2118211 37.8613904,-122.211673 37.8613404,-122.2115257 37.861312,-122.2113987 37.8613138,-122.211174 37.8613395)","15","772","5","0","9898622",1138.406,secondary,"1","35","600",72.7584547897143
"LINESTRING (-122.2178621 37.8683582,-122.2178664 37.8684708,-122.2178944 37.8686404,-122.2179274 37.8687541,-122.2179806 37.8688502,-122.2180506 37.8689257,-122.2181837 37.8690274,-122.2184077 37.8691915,-122.2191874 37.8697684,-122.2194771 37.8699473,-122.2196059 37.8700066,-122.2197507 37.8700489,-122.2200645 37.8701315,-122.2202308 37.8701791,-122.2204052 37.8702691,-122.220554 37.870375,-122.2206653 37.8705094,-122.2207404 37.8706111,-122.2208021 37.8706555,-122.2208353 37.870667,-122.2208786 37.870682,-122.2209631 37.8706915,-122.2210449 37.8706757,-122.2211186 37.8706471,-122.2213313 37.8705461,-122.2215424 37.8704586,-122.2216899 37.870411,-122.2220649 37.8703023,-122.2224208 37.8702088,-122.2225308 37.8701982,-122.2226166 37.8702045,-122.2227333 37.8702374,-122.2229814 37.8703496,-122.2232188 37.870466,-122.2232899 37.8705094,-122.223369 37.870592,-122.2234575 37.8707455,-122.2235112 37.870863,-122.2235809 37.870971,-122.2240007 37.87144,-122.2240925 37.8715205,-122.2241683 37.8715681,-122.2242568 37.8715925,-122.2243306 37.8715872,-122.2243929 37.8715628,-122.2244707 37.8714993,-122.2246886 37.8712272,-122.2247651 37.8711076,-122.2248254 37.8709774,-122.2249032 37.8706619,-122.2249502 37.8705454,-122.2249951 37.870468,-122.2250535 37.8703988,-122.225091 37.8703665,-122.2255662 37.8700404,-122.2256394 37.8699937,-122.2258165 37.8698884,-122.2259362 37.8698332,-122.226074 37.8697779,-122.2263704 37.8696869,-122.2268022 37.8695704,-122.2270141 37.8694942,-122.227181 37.8694075,-122.2274446 37.8692527,-122.2275935 37.8691935,-122.227745 37.8691554,-122.2279727 37.8691276,-122.2280712 37.8691201,-122.2282548 37.8691113,-122.2284464 37.8690908,-122.2285438 37.8690599,-122.2286248 37.8690177,-122.2287348 37.8689404,-122.2288884 37.8687916,-122.2289826 37.8686664,-122.2290803 37.8685573,-122.229354 37.8683501,-122.229527 37.8682229,-122.2296809 37.8681263,-122.2297506 37.8680693,-122.2298227 37.8679838,-122.2298664 37.8678995,-122.2302454 37.8672475,-122.230328 37.8671036,-122.2304059 37.8669811,-122.2306073 37.8667332,-122.2307683 37.8665408,-122.2308297 37.8664576)","16","4","5","0","37890024",1633.159,secondary,"2","30","1200",121.775956448667
"LINESTRING (-122.2443826 37.8598274,-122.2444714 37.8598237,-122.2445684 37.8598192)","17","1294","6","0","34815521",16.337,residential,"1","30","900",1.21816295933333
"LINESTRING (-122.2443826 37.8598274,-122.2443483 37.8600819,-122.2443164 37.8603048,-122.2443021 37.8603839,-122.24429 37.8604355,-122.2442434 37.8605394,-122.2441689 37.8606289,-122.2440549 37.860731)","18","7","6","0","188702003",107.421,secondary,"1","25","600",9.6117732696
"LINESTRING (-122.2443826 37.8598274,-122.2444276 37.8595106,-122.2444531 37.8593866,-122.2444669 37.8593196,-122.2445064 37.859176,-122.2445388 37.859077,-122.2445702 37.8590061)","19","449","6","0","201989356",93.026,secondary,"1","25","600",8.3237432176
"LINESTRING (-122.2440549 37.860731,-122.2441252 37.8608083,-122.2442065 37.8608977,-122.2444216 37.8611648,-122.2445703 37.8612808,-122.2447305 37.86142,-122.2448138 37.8615156)","20","1672","7","0","34815519",110.183,residential,"1","30","900",8.21575866733333
"LINESTRING (-122.2440549 37.860731,-122.2439244 37.8608071,-122.2437478 37.8608777,-122.2435192 37.8609476,-122.2433676 37.8609763)","21","2","7","0","188702003",66.828,secondary,"1","25","600",5.9796090528
"LINESTRING (-122.2440549 37.860731,-122.2441689 37.8606289,-122.2442434 37.8605394,-122.24429 37.8604355,-122.2443021 37.8603839,-122.2443164 37.8603048,-122.2443483 37.8600819,-122.2443826 37.8598274)","22","6","7","0","188702003",107.421,secondary,"1","25","600",9.6117732696
"LINESTRING (-122.22193 37.864197,-122.2219851 37.8641349)","23","1349","8","0","6372120",8.431,residential,"1","30","900",0.628654704666667
"LINESTRING (-122.22193 37.864197,-122.2219977 37.864245,-122.2220321 37.864306,-122.2220664 37.8644076,-122.2220664 37.8644957,-122.2220492 37.8647329,-122.2219891 37.8649158,-122.2219377 37.8650446,-122.2219548 37.8651462,-122.2219806 37.8652208,-122.2220578 37.8653021,-122.2221564 37.8653563,-122.2222896 37.8653969,-122.2224526 37.8654308,-122.2225642 37.8654782,-122.2226415 37.8655257,-122.222693 37.8655867,-122.2227359 37.865729,-122.2227526 37.8658553,-122.2227714 37.8659983,-122.2227788 37.8660542,-122.2227929 37.8661705)","24","1641","8","0","5149900",262.005,secondary,"2","30","1200",19.53631549
"LINESTRING (-122.22193 37.864197,-122.2218347 37.8641569,-122.2217003 37.8641629,-122.2215686 37.8641705,-122.2215268 37.8641998,-122.2214913 37.8642247,-122.2213969 37.864367,-122.2213368 37.8645228,-122.2212768 37.8645974,-122.2212081 37.8646448,-122.2211223 37.8646719,-122.2209849 37.8646651,-122.2208497 37.8646186,-122.2207189 37.8645567,-122.2203412 37.8643331,-122.2199035 37.8639807,-122.2195983 37.863702,-122.2195217 37.8636098,-122.2194571 37.8635064,-122.2194055 37.863428,-122.2193424 37.8633552,-122.2192723 37.8632999,-122.219203 37.8632544,-122.2191165 37.8632129,-122.2189642 37.8631464,-122.218822 37.8630727,-122.2186838 37.8629799,-122.218461 37.8627833,-122.2180495 37.8623816,-122.2179208 37.8622867,-122.2174573 37.8619411,-122.2173716 37.8618385,-122.2173159 37.8617086,-122.2172742 37.8615492,-122.2172431 37.8614579,-122.2171975 37.8613625,-122.2171367 37.8612736,-122.217074 37.8611974,-122.2169109 37.8610403,-122.2166097 37.8607835,-122.2165464 37.860723,-122.2164811 37.8606483,-122.2164333 37.8605821,-122.2163847 37.8605084,-122.2163454 37.8604254,-122.2163091 37.8602798)","25","150","8","0","5149900",768.739,secondary,"2","30","1200",57.3207672886667
"LINESTRING (-122.2484031 37.8660581,-122.2492821 37.8660066)","26","1168","9","0","475997181",77.373,residential,"1","25","900",6.9231503448
"LINESTRING (-122.2484031 37.8660581,-122.2484082 37.8661351,-122.2484056 37.8662752,-122.2484062 37.8663972,-122.2484206 37.8665061,-122.2484498 37.8666202,-122.2484941 37.8667223,-122.2485244 37.8667792)","27","1282","9","0","5149917",81.703,residential,"1","25","900",7.3105883528
"LINESTRING (-122.2484031 37.8660581,-122.2477651 37.8660996,-122.2476606 37.8661064)","28","82","9","0","475997181",65.399,residential,"1","25","900",5.8517455624
"LINESTRING (-122.2496188 37.8673953,-122.2492617 37.8677758,-122.2492395 37.8677876,-122.2492138 37.8677851,-122.2489109 37.8676961)","29","24","10","0","7779006",85.65,residential,"1","25","900",7.66375644
"LINESTRING (-122.2496188 37.8673953,-122.2497392 37.8674031,-122.2498413 37.8674121)","30","11","10","0","435440767",19.622,residential,"1","25","900",1.7557294672
"LINESTRING (-122.2496188 37.8673953,-122.2492927 37.867334,-122.2490792 37.8672516,-122.2490328 37.8672261,-122.2489463 37.8671785,-122.2489047 37.8671552,-122.2487515 37.8670543,-122.2486406 37.8669436,-122.2485765 37.8668598,-122.2485244 37.8667792)","31","1282","10","0","5149917",123.138,residential,"1","25","900",11.0180927088
"LINESTRING (-122.2498413 37.8674121,-122.249715 37.8667212,-122.2495938 37.866052,-122.2495825 37.8659891)","32","81","11","0","311941950",159.853,tertiary,"2","25","1800",14.3032627928
"LINESTRING (-122.2498413 37.8674121,-122.2499569 37.8679531,-122.2499733 37.8680385)","33","286","11","0","311941950",70.611,tertiary,"2","25","1800",6.3181028136
"LINESTRING (-122.2498413 37.8674121,-122.2497392 37.8674031,-122.2496188 37.8673953)","34","10","11","0","435440767",19.622,residential,"1","25","900",1.7557294672
"LINESTRING (-122.2497631 37.8693935,-122.2497601 37.8694888,-122.2497589 37.8699536,-122.249759 37.8700727,-122.2497506 37.8701229,-122.2497199 37.8701708,-122.2496675 37.8702166,-122.2495982 37.8702597)","35","13","12","0","5149920",101.732,tertiary,"1","15","900",15.1712253386667
"LINESTRING (-122.2497631 37.8693935,-122.249826 37.869375,-122.2500982 37.8693372,-122.2501639 37.869313)","36","285","12","0","24025453",36.516,tertiary,"2","25","1800",3.2673640416
"LINESTRING (-122.2497631 37.8693935,-122.2497429 37.8692666,-122.2497243 37.8691493,-122.2496935 37.8690026,-122.2496769 37.8689535,-122.2496439 37.8689041,-122.2495654 37.8687889,-122.2495166 37.868728,-122.2494898 37.8687032,-122.2494409 37.8686733,-122.2492812 37.8685238,-122.2491854 37.8684346,-122.2490712 37.868332,-122.2489466 37.8682576,-122.2485555 37.8680661,-122.2485066 37.8680643,-122.2484821 37.8680727)","37","745","12","0","1226669336",198.065,residential,"1","25","900",17.722380844
"LINESTRING (-122.2495982 37.8702597,-122.2495057 37.8703783,-122.2494446 37.8704768,-122.2494038 37.8705737,-122.2493802 37.8707429,-122.2493749 37.8708314,-122.249393 37.8709638,-122.2494433 37.8711078,-122.2496021 37.8713289,-122.2496515 37.8713999)","38","14","13","0","659095426",136.503,tertiary,"2","25","1800",12.2139608328
"LINESTRING (-122.2495982 37.8702597,-122.2493984 37.8702979,-122.2490095 37.8703727,-122.2486107 37.8706389,-122.2478018 37.8709998)","39","1888","13","0","475997182",180.582,residential,"1","15","900",26.930073272
"LINESTRING (-122.2495982 37.8702597,-122.2496675 37.8702166,-122.2497199 37.8701708,-122.2497506 37.8701229,-122.249759 37.8700727,-122.2497589 37.8699536,-122.2497601 37.8694888,-122.2497631 37.8693935)","40","12","13","0","5149920",101.732,tertiary,"1","15","900",15.1712253386667
"LINESTRING (-122.2496515 37.8713999,-122.2496021 37.8713289,-122.2494433 37.8711078,-122.249393 37.8709638,-122.2493749 37.8708314,-122.2493802 37.8707429,-122.2494038 37.8705737,-122.2494446 37.8704768,-122.2495057 37.8703783,-122.2495982 37.8702597)","41","13","14","0","659095426",136.503,tertiary,"2","25","1800",12.2139608328
"LINESTRING (-122.2496515 37.8713999,-122.2495846 37.8714407,-122.2494842 37.8714969,-122.2490373 37.8717427,-122.2489944 37.8717636,-122.248877 37.8718186,-122.2487161 37.8718795,-122.2486246 37.8719106,-122.2485263 37.8719393,-122.2482794 37.8720092)","42","1154","14","0","675763061",139.073,tertiary,"2","25","1800",12.4439182648
"LINESTRING (-122.2496515 37.8713999,-122.2497068 37.8714532,-122.2500067 37.8717193,-122.2503507 37.8719623,-122.2505919 37.8720527,-122.250985 37.8721351,-122.2512204 37.8721999,-122.2514493 37.872274,-122.2517068 37.8723891,-122.2523849 37.872816,-122.2526579 37.8728995,-122.2528725 37.8729497)","43","28","14","0","675763067",337.97,tertiary,"2","25","1800",30.240744472
"LINESTRING (-122.2489252 37.8693405,-122.2488785 37.8692798,-122.2488565 37.8692321,-122.2488066 37.8691723,-122.2487058 37.8690741,-122.2485744 37.8689511,-122.2484456 37.868825,-122.2483165 37.8687212,-122.2481803 37.8686366,-122.2479896 37.8685087,-122.2478769 37.8684389,-122.2478127 37.86842,-122.2477283 37.8684118,-122.2475771 37.8683966)","44","16","15","0","5149915",164.248,residential,"1","25","900",14.6965168448
"LINESTRING (-122.2489252 37.8693405,-122.248895 37.8694067,-122.2488425 37.8695398,-122.2488284 37.869633,-122.2488347 37.8697211,-122.2488506 37.8698152,-122.2488398 37.8698755,-122.2487888 37.8699274,-122.2487393 37.8699517,-122.2485622 37.8700025,-122.2484428 37.8700544,-122.2483235 37.8701296,-122.2481773 37.8701804,-122.2481203 37.8701906,-122.2480586 37.8702006,-122.2478597 37.8702626,-122.2476924 37.8703286,-122.2476388 37.8703519,-122.2475905 37.8703816,-122.2475208 37.870407,-122.2473836 37.8704108,-122.2470178 37.8703805)","45","1891","15","0","1226669344",236.916,residential,"1","25","900",21.1986750816
"LINESTRING (-122.2489252 37.8693405,-122.2489442 37.8693039,-122.24895 37.8692662,-122.2489412 37.8692395,-122.2488936 37.869099,-122.2487924 37.8687846,-122.2487597 37.8686799,-122.2487457 37.8686118,-122.2487233 37.8684603,-122.2487083 37.8684108,-122.2486791 37.8683564,-122.248497 37.8681415,-122.2484747 37.8681056,-122.2484821 37.8680727)","46","745","15","0","6399404",149.694,residential,"1","25","900",13.3942598544
"LINESTRING (-122.2475771 37.8683966,-122.2477283 37.8684118,-122.2478127 37.86842,-122.2478769 37.8684389,-122.2479896 37.8685087,-122.2481803 37.8686366,-122.2483165 37.8687212,-122.2484456 37.868825,-122.2485744 37.8689511,-122.2487058 37.8690741,-122.2488066 37.8691723,-122.2488565 37.8692321,-122.2488785 37.8692798,-122.2489252 37.8693405)","47","15","16","0","5149915",164.248,residential,"1","25","900",14.6965168448
"LINESTRING (-122.2475771 37.8683966,-122.2476207 37.8686866,-122.2476301 37.8687638,-122.2476503 37.8688189,-122.2477294 37.8689089,-122.2477857 37.8689914,-122.2478313 37.8690931,-122.2478541 37.8692106,-122.2478461 37.869326,-122.2478313 37.8694711,-122.2478099 37.8695886,-122.2477964 37.8697008,-122.2477683 37.8698236,-122.2477173 37.8699093,-122.247664 37.8699675)","48","21","16","0","5150503",182.45,residential,"1","25","900",16.32518812
"LINESTRING (-122.2475771 37.8683966,-122.2473461 37.8684076,-122.2471771 37.8684351,-122.2470202 37.8684668,-122.2469813 37.8684808,-122.2469062 37.8685219,-122.246823 37.8685579,-122.2467225 37.8685716,-122.2466668 37.8685645,-122.2466098 37.8685442,-122.2465394 37.8684967,-122.2464234 37.8684669,-122.2462826 37.8684467,-122.2461042 37.8684404,-122.2460264 37.8684436,-122.2459648 37.8684616,-122.2457649 37.8685145,-122.2456938 37.8685272,-122.2456308 37.8685325,-122.2455369 37.8685156,-122.2454645 37.868524)","49","17","16","0","28135114",194.199,residential,"1","25","900",17.3764604424
"LINESTRING (-122.2454645 37.868524,-122.2455369 37.8685156,-122.2456308 37.8685325,-122.2456938 37.8685272,-122.2457649 37.8685145,-122.2459648 37.8684616,-122.2460264 37.8684436,-122.2461042 37.8684404,-122.2462826 37.8684467,-122.2464234 37.8684669,-122.2465394 37.8684967,-122.2466098 37.8685442,-122.2466668 37.8685645,-122.2467225 37.8685716,-122.246823 37.8685579,-122.2469062 37.8685219,-122.2469813 37.8684808,-122.2470202 37.8684668,-122.2471771 37.8684351,-122.2473461 37.8684076,-122.2475771 37.8683966)","50","16","17","0","28135114",194.199,residential,"1","25","900",17.3764604424
"LINESTRING (-122.2454645 37.868524,-122.2454558 37.8685685,-122.2454648 37.868588,-122.2454833 37.8686019,-122.2455255 37.8686082,-122.2455886 37.8686093,-122.24572 37.8686013,-122.2458226 37.8685823,-122.2459848 37.8685516,-122.2460827 37.8685494,-122.24619 37.8685621,-122.2462919 37.8685971,-122.2463577 37.8686278,-122.2464154 37.8686649,-122.2464647 37.8687247,-122.2465012 37.8687782,-122.2465374 37.8688035,-122.2465762 37.8688152,-122.2466755 37.8688247,-122.2467611 37.8688348,-122.2469008 37.8688723,-122.2469667 37.8688975,-122.2470402 37.8689348,-122.2471047 37.8689824,-122.2471475 37.8690291,-122.2472052 37.869174,-122.2472441 37.8692905,-122.247275 37.8695139,-122.2472703 37.8695587,-122.247202 37.8697062,-122.2471492 37.8697817,-122.2471076 37.8698207,-122.2470289 37.8698772,-122.2469185 37.8699195,-122.2468747 37.8699266,-122.2467798 37.8699335,-122.2465803 37.8699238,-122.2465069 37.8699098,-122.2464574 37.8698792)","51","1890","17","0","1226669330",330.7,residential,"1","25","900",29.59024232
"LINESTRING (-122.2454645 37.868524,-122.2452063 37.8684358,-122.2449935 37.8683686,-122.2449026 37.8683525,-122.2447819 37.8683271,-122.2446719 37.8683144,-122.2444359 37.8683077,-122.2442266 37.8683017,-122.2440872 37.8682827,-122.2436982 37.8682064,-122.2436017 37.8682022,-122.2435132 37.8682191,-122.2433114 37.8683012,-122.2432557 37.8683123,-122.2431833 37.8683144,-122.2431176 37.8682867,-122.2430805 37.8682509,-122.2430648 37.8681912,-122.2430706 37.8681238,-122.243194 37.8678592,-122.2433224 37.867582,-122.2433737 37.867406)","52","18","17","0","1226669337",318.468,residential,"1","25","900",28.4957523168
"LINESTRING (-122.2433737 37.867406,-122.2434005 37.8672494,-122.2435212 37.8670164,-122.2436246 37.8666956,-122.2436352 37.8666493,-122.243631 37.8666056,-122.243597 37.8665605,-122.2435621 37.8665274,-122.2435177 37.8665129,-122.2434657 37.8665064,-122.2433516 37.8665207,-122.2432171 37.8665332,-122.2430085 37.8665295,-122.2429419 37.8665286,-122.2427622 37.8665279)","53","19","18","0","5072891",173.907,residential,"1","25","900",15.5607809832
